序号,系统编码,标签版本,是否当前版本,适用文书类型,医院,所属标签包,标签名称,标签CODE,定义/描述,标签英文名,其他名称,来源,来源版本,来源编码,标准名称,标准类型,CDE编号,CDE来源,CReDEs-数据项,CReDEs-值域描述,原映射编码,CReDEs_限定范围,CReDEs_限定范围(英文),CReDEs_值域描述,CReDEs_值域描述(英文),数据类型,文本-长度,数字-长度,数字-精度,数字-单位,日期/时间,枚举-可选内容,枚举-是否多选,,,,
228,LI0000031,254164f78f58662cf63aedf9e243d66c4328906306d3f03203aadbeb4fab88d5,Yes,现病史,"九院,胸科",治疗与操作,放疗标志,RT_HIST,患者是否曾接受过放疗（是/否）,History of Prior Radiotherapy,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,FLFA,上海胸科,放疗方案,,SI0100396,,,,,文本,500,,,,,,,,,,
230,LI0000031,254164f78f58662cf63aedf9e243d66c4328906306d3f03203aadbeb4fab88d5,Yes,现病史,"九院,胸科",治疗与操作,放疗标志,RT_HIST,患者是否曾接受过放疗（是/否）,History of Prior Radiotherapy,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,SFSHFZFL,上海胸科,是否进行术后辅助放疗,,SI0100395,,,,,枚举,,,,,,1=是;0=否,否,,,,
237,LI0000031,254164f78f58662cf63aedf9e243d66c4328906306d3f03203aadbeb4fab88d5,Yes,现病史,"九院,胸科",治疗与操作,放疗标志,RT_HIST,患者是否曾接受过放疗（是/否）,History of Prior Radiotherapy,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,SFFL_KZL,上海胸科,是否接受抗肿瘤放疗治疗,,SI0100475,,,,,枚举,,,,,,1=是;0=否,否,,,,
239,LI0000031,254164f78f58662cf63aedf9e243d66c4328906306d3f03203aadbeb4fab88d5,Yes,现病史,"九院,胸科",治疗与操作,放疗标志,RT_HIST,患者是否曾接受过放疗（是/否）,History of Prior Radiotherapy,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,KZLZLLX,上海胸科,既往的抗肿瘤治疗类型,,SI0100060,,,,,枚举,,,,,,1=系统治疗;2=局部治疗;3=其它治疗,是,,,,
241,LI0000032,cb810ad93b4ec8af2b19c677665e114a387d2ca4c15827880f42b3e296e50190,Yes,现病史,"九院,胸科",治疗与操作,放疗时间,RT_DATE,放疗开始或结束的具体日期,Date of Prior Radiotherapy,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,ZLJSRQ,上海胸科,受试者结束治疗日期,,SI0100404,,,,,日期/时间,,,,,yyyy-MM-dd,,,,,,
244,LI0000032,cb810ad93b4ec8af2b19c677665e114a387d2ca4c15827880f42b3e296e50190,Yes,现病史,"九院,胸科",治疗与操作,放疗时间,RT_DATE,放疗开始或结束的具体日期,Date of Prior Radiotherapy,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,FLFA,上海胸科,放疗方案,,SI0100396,,,,,文本,500,,,,,,,,,,
247,LI0000034,80b246e5e7956926ad6d535b55509e471ee349176ec21e3d7e5f91c10935b2f2,Yes,现病史,"九院,胸科",治疗与操作,放疗剂量,RT_MODALITY,放疗的具体方式，如“三维适形放疗”、“调强放疗（IMRT）”等,Prior Radiotherapy Modality,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,FLJL,上海胸科,放疗剂量,,SI0100398,,,,,文本,100,,,,,,,,,,
255,LI0000034,80b246e5e7956926ad6d535b55509e471ee349176ec21e3d7e5f91c10935b2f2,Yes,现病史,"九院,胸科",治疗与操作,放疗剂量,RT_MODALITY,放疗的具体方式，如“三维适形放疗”、“调强放疗（IMRT）”等,Prior Radiotherapy Modality,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,FLFS,上海胸科,放疗方式,,SI0100478,,,,,枚举,,,,,,1=二维常规放疗（2D-RT）;2=三维适形放疗（3D-CRT）;3=调强放疗;4=影像引导放疗（IGRT）;5=立体定向放疗;6=粒子放疗;7=特殊照射技术;9=其它,否,,,,
256,LI0000034,80b246e5e7956926ad6d535b55509e471ee349176ec21e3d7e5f91c10935b2f2,Yes,现病史,"九院,胸科",治疗与操作,放疗剂量,RT_MODALITY,放疗的具体方式，如“三维适形放疗”、“调强放疗（IMRT）”等,Prior Radiotherapy Modality,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,FLFA,上海胸科,放疗方案,,SI0100396,,,,,文本,500,,,,,,,,,,
258,LI0000034,80b246e5e7956926ad6d535b55509e471ee349176ec21e3d7e5f91c10935b2f2,Yes,现病史,"九院,胸科",治疗与操作,放疗剂量,RT_MODALITY,放疗的具体方式，如“三维适形放疗”、“调强放疗（IMRT）”等,Prior Radiotherapy Modality,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,FLQTDW,上海胸科,放疗单位（其它）,,SI0100400,,,,,文本,10,,,,,,,,,,
260,LI0000034,80b246e5e7956926ad6d535b55509e471ee349176ec21e3d7e5f91c10935b2f2,Yes,现病史,"九院,胸科",治疗与操作,放疗剂量,RT_MODALITY,放疗的具体方式，如“三维适形放疗”、“调强放疗（IMRT）”等,Prior Radiotherapy Modality,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,FLDW,上海胸科,放疗单位,,SI0100399,,,,,枚举,,,,,,1=Gy;2=cGy;3=其它,否,,,,
262,LI0000036,f01f73084908432d1fae36d253faf67be6ccef8354f7b34086173dff847d1a15,Yes,"现病史-分段,现病史,既往史",胸科,治疗与操作,治疗方案,TREAT_PLAN,根据患者的具体病情、健康状况及个体差异，由医疗团队制定的一套全面的治疗计划,Treatment Plan,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,SFJSKZLYWZL,上海胸科,是否接受抗肿瘤药物治疗,,SI0100456,,,,,枚举,,,,,,1=是;0=否,否,,,,
264,LI0000036,f01f73084908432d1fae36d253faf67be6ccef8354f7b34086173dff847d1a15,Yes,"现病史-分段,现病史,既往史",胸科,治疗与操作,治疗方案,TREAT_PLAN,根据患者的具体病情、健康状况及个体差异，由医疗团队制定的一套全面的治疗计划,Treatment Plan,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,ZLFA_QT,上海胸科,后续抗肿瘤其它治疗方案,,SI0100487,,,,,文本,500,,,,,,,,,,
266,LI0000036,f01f73084908432d1fae36d253faf67be6ccef8354f7b34086173dff847d1a15,Yes,"现病史-分段,现病史,既往史",胸科,治疗与操作,治疗方案,TREAT_PLAN,根据患者的具体病情、健康状况及个体差异，由医疗团队制定的一套全面的治疗计划,Treatment Plan,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,SFJSQSZL,上海胸科,既往是否接受过全身抗非小细胞肺癌的治疗,,SI0100059,,,,,枚举,,,,,,1=是;0=否,否,,,,
268,LI0000036,f01f73084908432d1fae36d253faf67be6ccef8354f7b34086173dff847d1a15,Yes,"现病史-分段,现病史,既往史",胸科,治疗与操作,治疗方案,TREAT_PLAN,根据患者的具体病情、健康状况及个体差异，由医疗团队制定的一套全面的治疗计划,Treatment Plan,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,ZLMC,上海胸科,治疗名称,,SI0100427,,,,,文本,200,,,,,,,,,,
270,LI0000036,f01f73084908432d1fae36d253faf67be6ccef8354f7b34086173dff847d1a15,Yes,"现病史-分段,现病史,既往史",胸科,治疗与操作,治疗方案,TREAT_PLAN,根据患者的具体病情、健康状况及个体差异，由医疗团队制定的一套全面的治疗计划,Treatment Plan,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,KZLZLLX,上海胸科,既往的抗肿瘤治疗类型,,SI0100060,,,,,枚举,,,,,,1=系统治疗;2=局部治疗;3=其它治疗,是,,,,
272,LI0000036,f01f73084908432d1fae36d253faf67be6ccef8354f7b34086173dff847d1a15,Yes,"现病史-分段,现病史,既往史",胸科,治疗与操作,治疗方案,TREAT_PLAN,根据患者的具体病情、健康状况及个体差异，由医疗团队制定的一套全面的治疗计划,Treatment Plan,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,FLFA,上海胸科,放疗方案,,SI0100396,,,,,文本,500,,,,,,,,,,
274,LI0000036,f01f73084908432d1fae36d253faf67be6ccef8354f7b34086173dff847d1a15,Yes,"现病史-分段,现病史,既往史",胸科,治疗与操作,治疗方案,TREAT_PLAN,根据患者的具体病情、健康状况及个体差异，由医疗团队制定的一套全面的治疗计划,Treatment Plan,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,SFJSKZLQTZL,上海胸科,是否接受抗肿瘤其它治疗,,SI0100486,,,,,枚举,,,,,,1=是;0=否,否,,,,
276,LI0000036,f01f73084908432d1fae36d253faf67be6ccef8354f7b34086173dff847d1a15,Yes,"现病史-分段,现病史,既往史",胸科,治疗与操作,治疗方案,TREAT_PLAN,根据患者的具体病情、健康状况及个体差异，由医疗团队制定的一套全面的治疗计划,Treatment Plan,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,ZLFA,上海胸科,后续抗肿瘤药物治疗方案,,SI0100457,,,,,文本,500,,,,,,,,,,
277,LI0000036,f01f73084908432d1fae36d253faf67be6ccef8354f7b34086173dff847d1a15,Yes,"现病史-分段,现病史,既往史",胸科,治疗与操作,治疗方案,TREAT_PLAN,根据患者的具体病情、健康状况及个体差异，由医疗团队制定的一套全面的治疗计划,Treatment Plan,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,SFFL_KZL,上海胸科,是否接受抗肿瘤放疗治疗,,SI0100475,,,,,枚举,,,,,,1=是;0=否,否,,,,
292,LI0000041,48d8a23056ae331dd3dbfef56d00855f30db5602b20e8ec2ea70efbae9eae529,Yes,现病史,胸科,治疗与操作,用药频率,FREQ_MED,服用药物的频率,Frequency of medication,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,GYPL,上海胸科,给药频率,,SI0100419,,,,,枚举,,,,,,1=QD;2=BID;3=TID;4=QID;5=q12h;6=q8h;7=q6h;8=qw;9=biw;10=prn;11=sos;12=st;99=其它,否,,,,
294,LI0000041,48d8a23056ae331dd3dbfef56d00855f30db5602b20e8ec2ea70efbae9eae529,Yes,现病史,胸科,治疗与操作,用药频率,FREQ_MED,服用药物的频率,Frequency of medication,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,GYZQ,上海胸科,给药周期,,SI0100465,,,,,文本,100,,,,,,,,,,
296,LI0000041,48d8a23056ae331dd3dbfef56d00855f30db5602b20e8ec2ea70efbae9eae529,Yes,现病史,胸科,治疗与操作,用药频率,FREQ_MED,服用药物的频率,Frequency of medication,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,GYQTPL,上海胸科,既往及合并用药给药频率（其它）,,SI0100420,,,,,文本,100,,,,,,,,,,
298,LI0000041,48d8a23056ae331dd3dbfef56d00855f30db5602b20e8ec2ea70efbae9eae529,Yes,现病史,胸科,治疗与操作,用药频率,FREQ_MED,服用药物的频率,Frequency of medication,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,GYQTPL_KZL,上海胸科,后续抗肿瘤药物给药频率（其它）,,SI0100462,,,,,文本,100,,,,,,,,,,
299,LI0000042,c9d7252ae6ad4f0fd9cae9489bad826af9d587b037317d1dddfdd8eeaac2a4b9,Yes,现病史,胸科,治疗与操作,用药途径,ROUTE_ADMINI,服用药物的途径,route of administration,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,GYQTTJ,上海胸科,既往及合并用药给药途径（其它）,,SI0100422,,,,,文本,100,,,,,,,,,,
301,LI0000042,c9d7252ae6ad4f0fd9cae9489bad826af9d587b037317d1dddfdd8eeaac2a4b9,Yes,现病史,胸科,治疗与操作,用药途径,ROUTE_ADMINI,服用药物的途径,route of administration,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,GYTJ_KZL,上海胸科,后续抗肿瘤药物给药途径,,SI0100463,,,,,枚举,,,,,,1=口服;2=肌肉注射;3=静脉注射;4=静脉滴注;5=其它,否,,,,
303,LI0000042,c9d7252ae6ad4f0fd9cae9489bad826af9d587b037317d1dddfdd8eeaac2a4b9,Yes,现病史,胸科,治疗与操作,用药途径,ROUTE_ADMINI,服用药物的途径,route of administration,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,GYTJ,上海胸科,既往及合并用药给药途径,,SI0100421,,,,,枚举,,,,,,1=口服;2=肌肉注射;3=静脉注射;4=静脉滴注;5=其它,否,,,,
304,LI0000042,c9d7252ae6ad4f0fd9cae9489bad826af9d587b037317d1dddfdd8eeaac2a4b9,Yes,现病史,胸科,治疗与操作,用药途径,ROUTE_ADMINI,服用药物的途径,route of administration,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,GYQTTJ_KZL,上海胸科,后续抗肿瘤药物给药途径（其它）,,SI0100464,,,,,文本,100,,,,,,,,,,
305,LI0000043,acdfb19f71c40e7b4afc7bf5b2c7c219fffdd0a88f7057e37e79455cee25ccac,Yes,现病史,胸科,治疗与操作,用药剂量,DOSAGE,复用药物的量,Dosage,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,DCJL,上海胸科,既往及合并用药单次剂量,,SI0100416,,,,,文本,100,,,,,,,,,,
307,LI0000043,acdfb19f71c40e7b4afc7bf5b2c7c219fffdd0a88f7057e37e79455cee25ccac,Yes,现病史,胸科,治疗与操作,用药剂量,DOSAGE,复用药物的量,Dosage,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JLDW_KZL,上海胸科,后续抗肿瘤药物剂量单位,,SI0100460,,,,,枚举,,,,,,1=mg;2=g;3=μg;4=mL,否,,,,
309,LI0000043,acdfb19f71c40e7b4afc7bf5b2c7c219fffdd0a88f7057e37e79455cee25ccac,Yes,现病史,胸科,治疗与操作,用药剂量,DOSAGE,复用药物的量,Dosage,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JLQTDW_KZL,上海胸科,后续抗肿瘤药物剂量单位（其它）,,SI0100461,,,,,文本,100,,,,,,,,,,
311,LI0000043,acdfb19f71c40e7b4afc7bf5b2c7c219fffdd0a88f7057e37e79455cee25ccac,Yes,现病史,胸科,治疗与操作,用药剂量,DOSAGE,复用药物的量,Dosage,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,DCJL_KZL,上海胸科,后续抗肿瘤药物单次剂量,,SI0100459,,,,,文本,100,,,,,,,,,,
312,LI0000043,acdfb19f71c40e7b4afc7bf5b2c7c219fffdd0a88f7057e37e79455cee25ccac,Yes,现病史,胸科,治疗与操作,用药剂量,DOSAGE,复用药物的量,Dosage,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,FLDCJL,上海胸科,后续抗肿瘤放疗单次剂量,,SI0100481,,,,,小数,,5,1,/,,,,,,,
314,LI0000043,acdfb19f71c40e7b4afc7bf5b2c7c219fffdd0a88f7057e37e79455cee25ccac,Yes,现病史,胸科,治疗与操作,用药剂量,DOSAGE,复用药物的量,Dosage,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JLQTDW,上海胸科,既往及合并用药剂量单位（其它）,,SI0100418,,,,,文本,100,,,,,,,,,,
315,LI0000043,acdfb19f71c40e7b4afc7bf5b2c7c219fffdd0a88f7057e37e79455cee25ccac,Yes,现病史,胸科,治疗与操作,用药剂量,DOSAGE,复用药物的量,Dosage,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JLDW,上海胸科,既往及合并用药剂量单位,,SI0100417,,,,,枚举,,,,,,1=mg;2=g;3=μg;4=mL,否,,,,
500,LI0000052,343bbf1cb66559235d0b8dce4d8533ba8bd1595b993f00bea7bc2f50e8396939,Yes,"病理,诊断,现病史",胸科,检查与检测,基因突变检测项目,GENE_MUTATION_PANEL,指用于检测肿瘤或遗传病相关基因突变的检测项目集合，如EGFR、KRAS、TP53、BRCA1/2等。,Gene Mutation Testing Panel,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,ALKRHJG,上海胸科,ALK融合结果,,SI0100057,,,,,枚举,,,,,,1=阳性;0=阴性;9=未做,否,,,,
502,LI0000052,343bbf1cb66559235d0b8dce4d8533ba8bd1595b993f00bea7bc2f50e8396939,Yes,"病理,诊断,现病史",胸科,检查与检测,基因突变检测项目,GENE_MUTATION_PANEL,指用于检测肿瘤或遗传病相关基因突变的检测项目集合，如EGFR、KRAS、TP53、BRCA1/2等。,Gene Mutation Testing Panel,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,MGEGFRTB,上海胸科,是否有敏感EGFR突变,,SI0100058,,,,,枚举,,,,,,1=是;0=否;9=未做,否,,,,
504,LI0000053,5d375065d078bb750a4afe482f9ae62752f3028caacecaca4e591a373b4906ea,Yes,"病理,诊断,现病史",胸科,检查与检测,基因突变检测结果,MUTATION_RESULT,指基因检测报告中对是否存在突变及其类型的描述，如野生型、突变型、未知等。,Mutation Test Result,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,MGEGFRTB,上海胸科,是否有敏感EGFR突变,,SI0100058,,,,,枚举,,,,,,1=是;0=否;9=未做,否,,,,
506,LI0000053,5d375065d078bb750a4afe482f9ae62752f3028caacecaca4e591a373b4906ea,Yes,"病理,诊断,现病史",胸科,检查与检测,基因突变检测结果,MUTATION_RESULT,指基因检测报告中对是否存在突变及其类型的描述，如野生型、突变型、未知等。,Mutation Test Result,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,ALKRHJG,上海胸科,ALK融合结果,,SI0100057,,,,,枚举,,,,,,1=阳性;0=阴性;9=未做,否,,,,
508,LI0000054,42dd0c51545b6a513d306e34f0d819162fb080c9fa9f9bea0ebe3a235f07c674,Yes,"病理,诊断,现病史",胸科,检查与检测,PDL1TPS评分,PDL1TPS,肿瘤细胞的PD-L1表达水平，PD-L1阳性的肿瘤细胞数除以总肿瘤细胞数并乘以100,PDL1TPS,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,ZLXBYXBL,上海胸科,PD-L1染色TC（肿瘤细胞阳性比例）,,SI0100055,,,,,小数,,3,1,%,,,,,,,
510,LI0000054,42dd0c51545b6a513d306e34f0d819162fb080c9fa9f9bea0ebe3a235f07c674,Yes,"病理,诊断,现病史",胸科,检查与检测,PDL1TPS评分,PDL1TPS,肿瘤细胞的PD-L1表达水平，PD-L1阳性的肿瘤细胞数除以总肿瘤细胞数并乘以100,PDL1TPS,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,PDL1BD,上海胸科,PD-L1表达,,SI0100056,,,,,枚举,,,,,,1=TC≥1%;2=TC<1%或不可评估,否,,,,
511,LI0000054,42dd0c51545b6a513d306e34f0d819162fb080c9fa9f9bea0ebe3a235f07c674,Yes,"病理,诊断,现病史",胸科,检查与检测,PDL1TPS评分,PDL1TPS,肿瘤细胞的PD-L1表达水平，PD-L1阳性的肿瘤细胞数除以总肿瘤细胞数并乘以100,PDL1TPS,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JCJGSFKPG,上海胸科,PD-L1检测结果是否可评估,,SI0100054,,,,,枚举,,,,,,1=是;0=否,否,,,,
538,LI0000062,e9e2ee3c9aee550c0a1d6da2890444e98ad51948aae79a2bee9e0314f57ddd69,Yes,"个人史,现病史,既往史",胸科,个人基本信息,吸烟时长,SMK_DURATION,指个人持续吸烟的时间长度，通常以年为单位计算。,Duration of Smoking,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,YXNS,上海胸科,吸烟史年数,,SI0100008,,,,,小数,,3,1,年,,,,,,,
540,LI0000062,e9e2ee3c9aee550c0a1d6da2890444e98ad51948aae79a2bee9e0314f57ddd69,Yes,"个人史,现病史,既往史",胸科,个人基本信息,吸烟时长,SMK_DURATION,指个人持续吸烟的时间长度，通常以年为单位计算。,Duration of Smoking,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JWYXNS,上海胸科,既往吸烟史年数,,SI0100011,,,,,小数,,3,1,年,,,,,,,
541,LI0000063,3c863179ca21831f83d49fbb46fef4754b80e80c356250a162d8b866769ddbe9,Yes,"入院记录,个人史,现病史,既往史","东肝,胸科",个人基本信息,吸烟量,SMK_QUANTITY,个人每天平均吸烟的数量，通常用“支/天”来表示。,Smoking Quantity (per day),吸烟频率,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,PJXYL,上海胸科,平均每天吸烟量,,SI0100009,,,,,整数,,5,,支,,,,,,,
543,LI0000063,3c863179ca21831f83d49fbb46fef4754b80e80c356250a162d8b866769ddbe9,Yes,"入院记录,个人史,现病史,既往史","东肝,胸科",个人基本信息,吸烟量,SMK_QUANTITY,个人每天平均吸烟的数量，通常用“支/天”来表示。,Smoking Quantity (per day),吸烟频率,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JWPJXYL,上海胸科,既往平均每天吸烟量,,SI0100012,,,,,整数,,5,,支,,,,,,,
548,LI0000064,d02c14f30645c06faedf443e342304484aa1039c5bde283973f85a6d97bfade4,Yes,"入院记录,个人史,现病史,既往史","东肝,胸科",个人基本信息,戒烟标志,QUIT_SMK_IND,标记个人是否已经停止吸烟，是一个布尔值（是/否）。,Smoking Cessation Indicator,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,XYZT,上海胸科,吸烟状态,,SI0100006,,,,,枚举,,,,,,1=不吸烟;2=吸烟者;3=戒烟者,否,,,,
550,LI0000065,b5d3e1396f9400bf7d61a9cb979d27cefe4284dc1a8d0cdb7244ba2bebab534f,Yes,"个人史,现病史,既往史",胸科,个人基本信息,戒烟日期,QUIT_SMK_DATE,如果个人已戒烟，则记录其最后一次吸烟的日期。,Date of Smoking Cessation,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JWYXNS,上海胸科,既往吸烟史年数,,SI0100011,,,,,小数,,3,1,年,,,,,,,
552,LI0000065,b5d3e1396f9400bf7d61a9cb979d27cefe4284dc1a8d0cdb7244ba2bebab534f,Yes,"个人史,现病史,既往史",胸科,个人基本信息,戒烟日期,QUIT_SMK_DATE,如果个人已戒烟，则记录其最后一次吸烟的日期。,Date of Smoking Cessation,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,XYSZZXYSJ,上海胸科,停止吸烟日期,,SI0100010,,,,,日期/时间,,,,,yyyy-MM-dd,,,,,,
554,LI0000065,b5d3e1396f9400bf7d61a9cb979d27cefe4284dc1a8d0cdb7244ba2bebab534f,Yes,"个人史,现病史,既往史",胸科,个人基本信息,戒烟日期,QUIT_SMK_DATE,如果个人已戒烟，则记录其最后一次吸烟的日期。,Date of Smoking Cessation,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,YXNS,上海胸科,吸烟史年数,,SI0100008,,,,,小数,,3,1,年,,,,,,,
555,LI0000067,4a6b66464711eeeaef358fb0d14469b380163a1184a61b39cc27917b11330279,Yes,"入院记录,个人史,现病史,既往史","东肝,胸科",个人基本信息,饮酒量,ALCOHOL_QUANTITY,个人平均每周或每月饮酒的数量，可以按照标准饮品单位来衡量。,Alcohol Consumption Level,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JWPJYJL,上海胸科,既往平均每天饮酒量,,SI0100018,,,,,整数,,5,,ml,,,,,,,
557,LI0000067,4a6b66464711eeeaef358fb0d14469b380163a1184a61b39cc27917b11330279,Yes,"入院记录,个人史,现病史,既往史","东肝,胸科",个人基本信息,饮酒量,ALCOHOL_QUANTITY,个人平均每周或每月饮酒的数量，可以按照标准饮品单位来衡量。,Alcohol Consumption Level,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,PJYJL,上海胸科,平均每天饮酒量,,SI0100015,,,,,整数,,5,,ml,,,,,,,
562,LI0000068,57d7c88ca9b001d9a6384a937425ade42c15785c486916483824a0eb8c68c0bf,Yes,"入院记录,个人史,现病史,既往史","东肝,胸科",个人基本信息,戒酒标志,QUIT_ALC_IND,标记个人是否已经停止饮酒，是一个布尔值（是/否）。,Alcohol Cessation Indicator,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,YJZT,上海胸科,饮酒状态,,SI0100013,,,,,枚举,,,,,,1=不饮酒;2=现在饮酒;3=已戒酒,否,,,,
564,LI0000069,f42c46ca64b618c3e5864d4954e6d24e43ca272d9565a92f343184e59ed31be1,Yes,"个人史,现病史,既往史",胸科,个人基本信息,戒酒日期,QUIT_ALC_DATE,如果个人已戒酒，则记录其最后一次饮酒的日期。,Date of Alcohol Cessation,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,YYNS,上海胸科,饮酒年数,,SI0100014,,,,,小数,,3,1,年,,,,,,,
566,LI0000069,f42c46ca64b618c3e5864d4954e6d24e43ca272d9565a92f343184e59ed31be1,Yes,"个人史,现病史,既往史",胸科,个人基本信息,戒酒日期,QUIT_ALC_DATE,如果个人已戒酒，则记录其最后一次饮酒的日期。,Date of Alcohol Cessation,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JWYYNS,上海胸科,既往饮酒年数,,SI0100017,,,,,小数,,3,1,年,,,,,,,
567,LI0000069,f42c46ca64b618c3e5864d4954e6d24e43ca272d9565a92f343184e59ed31be1,Yes,"个人史,现病史,既往史",胸科,个人基本信息,戒酒日期,QUIT_ALC_DATE,如果个人已戒酒，则记录其最后一次饮酒的日期。,Date of Alcohol Cessation,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,YJSZZYJSJ,上海胸科,停止饮酒日期,,SI0100016,,,,,日期/时间,,,,,yyyy-MM-dd,,,,,,
573,LI0000071,f34485a74a73dad236274f48bfc69bc0460225bcd24258b5ea32969bbef794d8,Yes,"入院记录,个人史,现病史,既往史","东肝,胸科",个人基本信息,饮酒标志,ALC_STAT,描述个人是否饮酒的状态。,Alcohol Status,"饮酒情况, 饮酒史",,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,YJZT,上海胸科,饮酒状态,,SI0100013,,,,,枚举,,,,,,1=不饮酒;2=现在饮酒;3=已戒酒,否,,,,
590,LI0000074,0c68633db6e10248756c6edb0df0e2dbf47319573f3fcc849eb0f800e7545a36,Yes,"入院记录,个人史,现病史,既往史","东肝,胸科",个人基本信息,吸烟标志,SSMK_STAT,描述个人是否吸烟的状态，如从不吸烟者、现在吸烟者、曾经吸烟者等。,Smoking Status,吸烟情况,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,XYZT,上海胸科,吸烟状态,,SI0100006,,,,,枚举,,,,,,1=不吸烟;2=吸烟者;3=戒烟者,否,,,,
604,LI0000077,e79712fd7b98651a45376163a058a009676827f2b4cb015364fe0f861c47581c,Yes,"病理,病理诊断,诊断,病理检查","东肝,九院,胸科",健康问题与诊断,切缘情况,MARGIN_STATUS,描述手术切除边缘的状态，包括是否含有癌细胞。,Margin Status,"切缘,切缘描述",,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,SSSFWQXQC,上海胸科,手术是否是完全性切除,,SI0100375,,,,,枚举,,,,,,1=是;0=否,否,,,,
709,LI0000104,687dcdf2260b6d64bd122a293fb15042abb905ae32ab88145125d7ff55e7322e,Yes,"入院记录,现病史","东肝,胸科",检查与检测,检查日期,EXAM_DATE,进行上述辅助检查的具体日期。,Examination Date,,,,,NSCLC-pd1抑制剂疗效ETT数据集,数据集标准,JCSJ_JHW1,上海胸科,计划外生命体征检查时间,,SI0100192,,,,,日期/时间,,,,,HH:mm:ss,,,,,,
